week_end_date,limit_up_ratio,limit_down_ratio,net_limit_ratio,total_signal_count,base_position,weighted_position,trend_position,benchmark_value_weight_ret,base_model_ret,trend_model_ret,weighted_model_ret
2021-06-11,0.01503117352957753,0.0026745969146065775,0.012356576614970954,3,1.0,0.0,1.0,0.0073885449164379224,-0.007097706642435808,-0.007097706642435808,-0.0
2021-06-18,0.01212811063724409,0.002760975221265268,0.009367135415978821,3,1.0,0.8,1.0,-0.007097706642435808,0.03962946093088493,0.03962946093088493,0.03170356874470794
2021-06-25,0.015599727196940366,0.0008714020424165716,0.014728325154523794,2,0.75,0.0,1.0,0.03962946093088493,-0.009951127617588124,-0.013268170156784165,-0.0
2021-07-02,0.013040114100688907,0.0013727472051779435,0.011667366895510962,2,0.75,0.0,1.0,-0.013268170156784165,0.013787723624458514,0.01838363149927802,0.0
2021-07-09,0.015103221846778822,0.0012324818311800693,0.013870740015598754,3,1.0,0.8,1.0,0.01838363149927802,0.012244807394145685,0.012244807394145685,0.00979584591531655
2021-07-16,0.015117487775809669,0.0022762868243721103,0.01284120095143756,2,0.75,0.0,1.0,0.012244807394145685,0.014499164613574533,0.019332219484766044,0.0
2021-07-23,0.014455003822393356,0.001727200983746124,0.012727802838647231,3,1.0,0.0,1.0,0.019332219484766044,-0.02821149095288311,-0.02821149095288311,-0.0
2021-07-30,0.015548678302542734,0.006805131117474887,0.008743547185067846,3,1.0,0.0,1.0,-0.02821149095288311,0.03239264474684833,0.03239264474684833,0.0
2021-08-06,0.017503986162295173,0.002353105574949484,0.015150880587345688,3,1.0,0.8,1.0,0.03239264474684833,0.027219903894641462,0.027219903894641462,0.02177592311571317
2021-08-13,0.018324713307287133,0.0009027211922425897,0.01742199211504454,3,1.0,0.0,1.0,0.027219903894641462,-0.01712870655036569,-0.01712870655036569,-0.0
2021-08-20,0.013457595970755964,0.003510716971121177,0.009946878999634787,2,0.75,0.0,1.0,-0.01712870655036569,0.022834177771958064,0.030445570362610752,0.0
2021-08-27,0.019274178159430187,0.001572145679572511,0.01770203247985767,2,0.75,0.0,1.0,0.030445570362610752,0.008026774447983165,0.01070236593064422,0.0
2021-09-03,0.018491993007680622,0.005520485565625446,0.012971507442055174,3,1.0,0.8,1.0,0.01070236593064422,0.04001392016085248,0.04001392016085248,0.032011136128681984
2021-09-10,0.01904062658576406,0.000806833687565455,0.018233792898198608,3,1.0,0.8,1.0,0.04001392016085248,-0.016145836083706344,-0.016145836083706344,-0.012916668866965075
2021-09-17,0.016890347811995825,0.002903222672681292,0.013987125139314535,2,0.75,0.0,1.0,-0.016145836083706344,0.0022812369544844557,0.003041649272645941,0.0
2021-09-24,0.017246822157224898,0.0068369443518400035,0.010409877805384896,2,0.75,0.0,1.0,0.003041649272645941,-0.006547282508387542,-0.00872971001118339,-0.0
2021-09-30,0.012191883922198617,0.013979871062076023,-0.0017879871398774074,1,0.5,0.0,1.0,-0.00872971001118339,0.0000920930996213265,0.000184186199242653,0.0
2021-10-15,0.011564936952031458,0.006093891196020172,0.005471045756011287,2,0.75,0.0,1.0,0.000184186199242653,0.005354240718669467,0.007138987624892623,0.0
2021-10-22,0.01349139523510005,0.001997042700738911,0.011494352534361141,3,1.0,0.8,1.0,0.007138987624892623,-0.003587331244464642,-0.003587331244464642,-0.002869864995571714
2021-10-29,0.011857322548766055,0.0034494308007971043,0.008407891747968951,2,0.75,0.0,1.0,-0.003587331244464642,-0.0017836152901251068,-0.002378153720166809,-0.0
2021-11-05,0.015720784218279955,0.002252035916714783,0.01346874830156517,2,0.75,0.0,1.0,-0.002378153720166809,0.01819474697630913,0.024259662635078838,0.0
2021-11-12,0.015086987649800465,0.0005736983526707574,0.014513289297129705,4,1.0,0.8,1.0,0.024259662635078838,0.01221701881406978,0.01221701881406978,0.009773615051255825
2021-11-19,0.017426458366645893,0.001320965781225702,0.01610549258542019,3,1.0,0.8,1.0,0.01221701881406978,0.009212673272170457,0.009212673272170457,0.0073701386177363664
2021-11-26,0.01598932387388203,0.0006149309351621881,0.015374392938719842,2,0.75,0.0,1.0,0.009212673272170457,0.009769559883633039,0.013026079844844052,0.0
2021-12-03,0.015791486650661872,0.0010524970613418698,0.014738989589320003,2,0.75,0.0,1.0,0.013026079844844052,0.011210463964378747,0.01494728528583833,0.0
2021-12-10,0.014750355192997855,0.0010071396619641367,0.01374321553103372,2,0.75,0.0,1.0,0.01494728528583833,-0.004479765048826689,-0.0059730200651022525,-0.0
2021-12-17,0.020055975441405336,0.00030584871495631567,0.01975012672644902,3,1.0,0.0,1.0,-0.0059730200651022525,-0.004594674356691253,-0.004594674356691253,-0.0
2021-12-24,0.020321642629856508,0.003965990173904052,0.01635565245595245,2,0.75,0.0,1.0,-0.004594674356691253,0.009995327012579214,0.013327102683438952,0.0
2021-12-31,0.01587072411731615,0.0021743394002295712,0.01369638471708658,2,0.75,0.0,1.0,0.013327102683438952,-0.015248619109921535,-0.020331492146562047,-0.0
2022-01-07,0.015474165213447473,0.0045063377670505325,0.010967827446396943,1,0.5,0.0,1.0,-0.020331492146562047,-0.004259115666419844,-0.008518231332839687,-0.0
2022-01-14,0.016090970968187398,0.0014313885813911703,0.01465958238679623,3,1.0,0.0,1.0,-0.008518231332839687,-0.005843189003307048,-0.005843189003307048,-0.0
2022-01-21,0.014073192671955911,0.004848719367709108,0.009224473304246803,2,0.75,0.0,1.0,-0.005843189003307048,-0.033428883847259616,-0.04457184512967949,-0.0
2022-01-28,0.00951023019489132,0.009899380022984102,-0.00038914982809278075,1,0.5,0.0,1.0,-0.04457184512967949,0.00972086186465948,0.01944172372931896,0.0
2022-02-11,0.016576239549270688,0.0022448032820787988,0.014331436267191891,3,1.0,0.0,1.0,0.01944172372931896,0.01703550638647333,0.01703550638647333,0.0
2022-02-18,0.013886107502761896,0.0016390281776971847,0.01224707932506471,2,0.75,0.0,1.0,0.01703550638647333,-0.0018149372355162063,-0.0024199163140216084,-0.0
2022-02-25,0.014987238965933722,0.002195955937914032,0.01279128302801969,2,0.75,0.0,1.0,-0.0024199163140216084,-0.005064212707587196,-0.006752283610116261,-0.0
2022-03-04,0.012524209167204647,0.0016785022595222725,0.010845706907682374,3,1.0,0.0,1.0,-0.006752283610116261,-0.03551587014144286,-0.03551587014144286,-0.0
2022-03-11,0.012511831191063989,0.0039567027773206725,0.008555128413743316,2,0.75,0.0,1.0,-0.03551587014144286,-0.009010043244665589,-0.012013390992887452,-0.0
2022-03-18,0.017977839171584804,0.005795641054635455,0.012182198116949348,3,1.0,0.0,1.0,-0.012013390992887452,-0.010543251329209857,-0.010543251329209857,-0.0
2022-03-25,0.018414411439095217,0.0014981231228117639,0.016916288316283452,2,0.75,0.0,1.0,-0.010543251329209857,0.012834692104343348,0.01711292280579113,0.0
2022-04-01,0.014274474976040303,0.0026927832953295037,0.011581691680710797,1,0.5,0.0,1.0,0.01711292280579113,-0.006755209193008427,-0.013510418386016854,-0.0
2022-04-08,0.01330653038520258,0.004838288000288175,0.008468242384914405,1,0.5,0.0,1.0,-0.013510418386016854,-0.009072411941072389,-0.018144823882144778,-0.0
2022-04-15,0.014326151442168866,0.006779521950213772,0.007546629491955092,1,0.5,0.0,1.0,-0.018144823882144778,-0.01949100565977452,-0.03898201131954904,-0.0
2022-04-22,0.013615538176601983,0.009101201044165256,0.004514337132436724,1,0.5,0.0,1.0,-0.03898201131954904,-0.004598093357276067,-0.009196186714552135,-0.0
2022-04-29,0.022115368782621582,0.04416795059273824,-0.02205258181011666,2,0.75,0.0,1.0,-0.009196186714552135,0.027059241540912216,0.03607898872121629,0.0
2022-05-13,0.022902275135332124,0.001144885346227438,0.021757389789104683,3,1.0,0.0,1.0,0.03607898872121629,0.0266458103703775,0.0266458103703775,0.0
2022-05-20,0.018054773700328132,0.0023737526359726255,0.015681021064355503,2,0.75,0.0,1.0,0.0266458103703775,-0.00501591841046839,-0.006687891213957853,-0.0
2022-05-27,0.017281209431595584,0.003092502603091608,0.014188706828503978,2,0.75,0.0,1.0,-0.006687891213957853,0.02423670189217092,0.03231560252289456,0.0
2022-06-02,0.01926333615580017,0.002275613886536833,0.016987722269263338,2,0.75,0.0,1.0,0.03231560252289456,0.0244730181113193,0.0326306908150924,0.0
2022-06-10,0.01547131072924983,0.001944692420016355,0.013526618309233473,2,0.75,0.0,1.0,0.0326306908150924,0.014344983157349278,0.019126644209799037,0.0
2022-06-17,0.013777895137091614,0.0009720869583698492,0.012805808178721765,1,0.5,0.0,1.0,0.019126644209799037,0.011550692346686597,0.023101384693373195,0.0
2022-06-24,0.018653591650302465,0.0008033648871232496,0.017850226763179215,2,0.75,0.0,1.0,0.023101384693373195,0.012100816249189406,0.016134421665585874,0.0
2022-07-01,0.01885056767099328,0.004236588209961594,0.014613979461031688,2,0.75,0.0,1.0,0.016134421665585874,-0.00015920491089865818,-0.00021227321453154424,-0.0
2022-07-08,0.014148426733088106,0.0018638778237155874,0.01228454890937252,2,0.75,0.0,1.0,-0.00021227321453154424,-0.01839915528620706,-0.024532207048276078,-0.0
2022-07-15,0.01425744196139136,0.004103099092408349,0.01015434286898301,2,0.75,0.0,1.0,-0.024532207048276078,0.011952734538856202,0.015936979385141603,0.0
2022-07-22,0.017504320366574393,0.0010569573539162091,0.016447363012658183,2,0.75,0.0,1.0,0.015936979385141603,0.0005931462955233169,0.0007908617273644225,0.0
2022-07-29,0.014609821562416313,0.0016048638517733786,0.013004957710642934,3,1.0,0.0,1.0,0.0007908617273644225,-0.0007324615540241775,-0.0007324615540241775,-0.0
2022-08-05,0.013490863319390247,0.0034573810728703,0.010033482246519948,2,0.75,0.0,1.0,-0.0007324615540241775,0.015205896766658455,0.020274529022211274,0.0
2022-08-12,0.01686708910228207,0.0007989910423282683,0.016068098059953802,2,0.75,0.0,1.0,0.020274529022211274,0.0008340845776608763,0.0011121127702145017,0.0
2022-08-19,0.015485984348888798,0.001258390949054815,0.014227593399833986,3,1.0,0.8,1.0,0.0011121127702145017,-0.012221388396972066,-0.012221388396972066,-0.009777110717577654
2022-08-26,0.012018147288115968,0.004019312382770384,0.007998834905345583,2,0.75,0.0,1.0,-0.012221388396972066,-0.012219530175640453,-0.016292706900853937,-0.0
2022-09-02,0.010656626672570493,0.00409509539736681,0.006561531275203683,2,0.75,0.0,1.0,-0.016292706900853937,0.0165135140906722,0.022018018787562932,0.0
2022-09-09,0.011183753965988781,0.0013351419179481957,0.009848612048040587,3,1.0,0.8,1.0,0.022018018787562932,-0.04365216354394186,-0.04365216354394186,-0.034921730835153486
2022-09-16,0.007653018097176764,0.004424600004069098,0.003228418093107666,1,0.5,0.0,1.0,-0.04365216354394186,-0.006568671474388776,-0.013137342948777553,-0.0
2022-09-23,0.008937067271571047,0.0018290300645925843,0.0071080372069784615,1,0.5,0.0,1.0,-0.013137342948777553,-0.01016258420267857,-0.02032516840535714,-0.0
2022-09-30,0.00895722275568445,0.003274501294130449,0.005682721461554001,2,0.75,0.0,1.0,-0.02032516840535714,0.022025745637761274,0.029367660850348365,0.0
2022-10-14,0.014604011665385466,0.0023598202269263825,0.012244191438459083,3,1.0,0.0,1.0,0.029367660850348365,-0.0064423728003448755,-0.0064423728003448755,-0.0
2022-10-21,0.013307326083187482,0.001528362394707055,0.011778963688480429,2,0.75,0.0,1.0,-0.0064423728003448755,-0.02762974788340422,-0.03683966384453896,-0.0
2022-10-28,0.010439212198369336,0.005858743607710215,0.004580468590659124,1,0.5,0.0,1.0,-0.03683966384453896,0.033831238630445126,0.06766247726089025,0.0
2022-11-04,0.015570431306438958,0.0017718451298488578,0.013798586176590102,3,1.0,0.8,1.0,0.06766247726089025,0.004229549005279276,0.004229549005279276,0.003383639204223421
2022-11-11,0.01164444992158319,0.00045253103420054067,0.011191918887382649,2,0.75,0.0,1.0,0.004229549005279276,0.005476273938830822,0.007301698585107763,0.0
2022-11-18,0.012699140592387609,0.0007807771317799691,0.01191836346060764,2,0.75,0.0,1.0,0.007301698585107763,-0.005052829722873964,-0.006737106297165285,-0.0
2022-11-25,0.009643643994377655,0.0026261797913715904,0.007017464203006066,1,0.5,0.0,1.0,-0.006737106297165285,0.012568457600234284,0.025136915200468568,0.0
2022-12-02,0.012836585208697526,0.000984136050361528,0.011852449158335998,3,1.0,0.8,1.0,0.025136915200468568,0.017396784190370607,0.017396784190370607,0.013917427352296487
2022-12-09,0.009710010055559501,0.001474906351934425,0.008235103703625075,1,0.5,0.0,1.0,0.017396784190370607,-0.006211591706313524,-0.012423183412627048,-0.0
2022-12-16,0.009697227000292878,0.0013503042061502562,0.008346922794142623,1,0.5,0.0,1.0,-0.012423183412627048,-0.01953328530621079,-0.03906657061242158,-0.0
2022-12-23,0.006703947508482173,0.003270537666793527,0.0034334098416886464,1,0.5,0.0,1.0,-0.03906657061242158,0.008660655014536611,0.017321310029073222,0.0
2022-12-30,0.009876288517561468,0.0008979093880639515,0.008978379129497518,3,1.0,0.0,1.0,0.017321310029073222,0.029353962897817665,0.029353962897817665,0.0
2023-01-06,0.011671389502878375,0.0015799061084369845,0.01009148339444139,2,0.75,0.0,1.0,0.029353962897817665,0.010240948765626368,0.01365459835416849,0.0
2023-01-13,0.00701182225845903,0.0008153281695882593,0.00619649408887077,2,0.75,0.0,1.0,0.01365459835416849,0.020519347878300898,0.027359130504401197,0.0
2023-01-20,0.006928495564459331,0.0013856011315412666,0.005542894432918064,2,0.75,0.0,1.0,0.027359130504401197,0.00810158760583457,0.010802116807779427,0.0
2023-02-03,0.011646659342495293,0.0006108155128717888,0.011035843829623504,3,1.0,0.0,1.0,0.010802116807779427,0.002548531776373375,0.002548531776373375,0.0
2023-02-10,0.006919132273383544,0.0006104345024198163,0.006308697770963728,2,0.75,0.0,1.0,0.002548531776373375,-0.009621781292925818,-0.012829041723901091,-0.0
2023-02-17,0.006343720493415856,0.0003251950015117568,0.0060185254919040984,2,0.75,0.0,1.0,-0.012829041723901091,0.009360408669111087,0.012480544892148115,0.0
2023-02-24,0.005037364332355608,0.0003656472308126334,0.004671717101542974,2,0.75,0.0,1.0,0.012480544892148115,0.01080767322636944,0.014410230968492588,0.0
2023-03-03,0.004668501502327446,0.00036531743037498184,0.004303184071952464,2,0.75,0.0,1.0,0.014410230968492588,-0.020621456932421484,-0.02749527590989531,-0.0
2023-03-10,0.004744032910159028,0.0003649060504612704,0.004379126859697757,3,1.0,0.0,1.0,-0.02749527590989531,0.0010861710765539545,0.0010861710765539545,0.0
2023-03-17,0.005427315078469508,0.00040500588853036826,0.005022309189939139,3,1.0,0.0,1.0,0.0010861710765539545,0.01673655112867478,0.01673655112867478,0.0
2023-03-24,0.005422168928988199,0.0008498010695742432,0.004572367859413955,2,0.75,0.0,1.0,0.01673655112867478,0.004424769818521301,0.005899693091361735,0.0
2023-03-31,0.005339266792367778,0.000566367669929026,0.004772899122438751,3,1.0,0.8,1.0,0.005899693091361735,0.02138812194479356,0.02138812194479356,0.01711049755583485
2023-04-07,0.0076764118918702835,0.00045444344886837694,0.007221968443001907,2,0.75,0.0,1.0,0.02138812194479356,0.0020503185428370485,0.0027337580571160647,0.0
2023-04-14,0.007416364369205966,0.0010882708585247885,0.006328093510681176,2,0.75,0.0,1.0,0.0027337580571160647,-0.012895945588269397,-0.01719459411769253,-0.0
2023-04-21,0.005596689545952137,0.0024555387912178575,0.0031411507547342795,2,0.75,0.0,1.0,-0.01719459411769253,0.004493980280328103,0.005991973707104137,0.0
2023-04-28,0.010497013721238697,0.006595826635189638,0.003901187086049057,2,0.75,0.0,1.0,0.005991973707104137,-0.010295074376306779,-0.013726765835075705,-0.0
2023-05-12,0.007875198063509494,0.001928477457553748,0.005946720605955745,1,0.5,0.0,1.0,-0.013726765835075705,0.005240841973284227,0.010481683946568454,0.0
2023-05-19,0.007745445741847641,0.0016459092671332744,0.006099536474714366,2,0.75,0.0,1.0,0.010481683946568454,-0.009914264018956065,-0.01321901869194142,-0.0
2023-05-26,0.008932498541118886,0.0007210335432048706,0.008211464997914013,3,1.0,0.0,1.0,-0.01321901869194142,0.011449138767409384,0.011449138767409384,0.0
2023-06-02,0.00916665386313208,0.0014010489272722028,0.00776560493585988,2,0.75,0.0,1.0,0.011449138767409384,-0.00232997725446607,-0.0031066363392880936,-0.0
2023-06-09,0.009876482129674128,0.001399616156721327,0.008476865972952802,2,0.75,0.0,1.0,-0.0031066363392880936,0.020401471247049108,0.027201961662732144,0.0
2023-06-16,0.010547064456697433,0.000439424766960788,0.010107639689736644,2,0.75,0.0,1.0,0.027201961662732144,-0.014411738871561386,-0.019215651828748515,-0.0
2023-06-21,0.008512585359224048,0.001661999980213973,0.006850585379010073,2,0.75,0.0,1.0,-0.019215651828748515,0.0051862985741605305,0.006915064765547374,0.0
2023-06-30,0.01004431189837,0.001674816372762434,0.008369495525607566,2,0.75,0.0,1.0,0.006915064765547374,-0.001389065542599488,-0.0018520873901326507,-0.0
2023-07-07,0.007729949517074962,0.0010758322071491272,0.006654117309925836,2,0.75,0.0,1.0,-0.0018520873901326507,0.013428280917745672,0.01790437455699423,0.0
2023-07-14,0.007973281706220747,0.0009568027112235543,0.007016478994997193,3,1.0,0.8,1.0,0.01790437455699423,-0.0176371219524023,-0.0176371219524023,-0.014109697561921842
2023-07-21,0.005934931385125355,0.0011152208357339151,0.00481971054939144,1,0.5,0.0,1.0,-0.0176371219524023,0.015210740200394257,0.030421480400788514,0.0
2023-07-28,0.008908420103298901,0.00047728752806828757,0.008431132575230614,3,1.0,0.8,1.0,0.030421480400788514,0.008284255061976387,0.008284255061976387,0.00662740404958111
2023-08-04,0.006280007189268332,0.000437122962843759,0.005842884226424573,1,0.5,0.0,1.0,0.008284255061976387,-0.010026622397729945,-0.02005324479545989,-0.0
2023-08-11,0.005837242092689979,0.0010325499095706694,0.004804692183119309,2,0.75,0.0,1.0,-0.02005324479545989,-0.012459182603889812,-0.016612243471853083,-0.0
2023-08-18,0.006307329293841958,0.0006742729019422187,0.005633056391899739,3,1.0,0.8,1.0,-0.016612243471853083,-0.025518214103097847,-0.025518214103097847,-0.02041457128247828
2023-08-25,0.006935504029729267,0.002773728909674542,0.004161775120054724,2,0.75,0.0,1.0,-0.025518214103097847,0.024621103088906804,0.03282813745187574,0.0
2023-09-01,0.008634392931802914,0.0006732908616035031,0.00796110207019941,1,0.5,0.0,1.0,0.03282813745187574,-0.002143922357633943,-0.004287844715267886,-0.0
2023-09-08,0.006531416511748075,0.0006333028439697325,0.005898113667778342,2,0.75,0.0,1.0,-0.004287844715267886,-0.0029843456388727874,-0.00397912751849705,-0.0
2023-09-15,0.005497713823868624,0.0001977535274361708,0.005299960296432453,1,0.5,0.0,1.0,-0.00397912751849705,0.0024768672615110843,0.0049537345230221685,0.0
2023-09-22,0.005257511128915734,0.0013045979083037781,0.003952913220611956,1,0.5,0.0,1.0,0.0049537345230221685,-0.001715589317740518,-0.003431178635481036,-0.0
2023-09-28,0.007060231604975727,0.0009381204522912585,0.006122111152684469,3,1.0,0.0,1.0,-0.003431178635481036,-0.0034569956523105017,-0.0034569956523105017,-0.0
2023-10-13,0.008329638450818282,0.0011843741861321797,0.007145264264686103,2,0.75,0.0,1.0,-0.0034569956523105017,-0.028685175702156812,-0.03824690093620908,-0.0
2023-10-20,0.007418493158338357,0.002130691192158047,0.005287801966180309,2,0.75,0.0,1.0,-0.03824690093620908,0.015586192841781032,0.020781590455708043,0.0
2023-10-27,0.011478255322740556,0.001183377499079151,0.010294877823661406,3,1.0,0.0,1.0,0.020781590455708043,0.010815923915371561,0.010815923915371561,0.0
2023-11-03,0.008477280933232748,0.0012223508662263555,0.007254930067006393,2,0.75,0.0,1.0,0.010815923915371561,0.007657055513110245,0.01020940735081366,0.0
2023-11-10,0.009261037344870136,0.0015760907148809338,0.0076849466299892,2,0.75,0.0,1.0,0.01020940735081366,0.006766364817775983,0.009021819757034644,0.0
2023-11-17,0.008586771347198801,0.00035449353988574613,0.008232277807313056,4,1.0,0.8,1.0,0.009021819757034644,-0.006668531928304744,-0.006668531928304744,-0.005334825542643796
2023-11-24,0.00929316794644615,0.0016932467021067137,0.0075999212443394375,1,0.5,0.0,1.0,-0.006668531928304744,-0.0011043665942253034,-0.0022087331884506067,-0.0
2023-12-01,0.007282473025542314,0.0018897793527804508,0.005392693672761864,2,0.75,0.0,1.0,-0.0022087331884506067,-0.013810069158167987,-0.018413425544223982,-0.0
2023-12-08,0.008222770579667835,0.0016915505232628163,0.006531220056405021,1,0.5,0.0,1.0,-0.018413425544223982,-0.003972853065749682,-0.007945706131499364,-0.0
2023-12-15,0.008139002925356955,0.0007076862742866395,0.007431316651070318,3,1.0,0.8,1.0,-0.007945706131499364,-0.012485748391713902,-0.012485748391713902,-0.009988598713371122
2023-12-22,0.006129550501451394,0.003889301414504662,0.0022402490869467325,2,0.75,0.0,1.0,-0.012485748391713902,0.02028166773319151,0.027042223644255348,0.0
2023-12-29,0.009029584958502226,0.0023953060782742923,0.006634278880227934,2,0.75,0.0,1.0,0.027042223644255348,-0.010134518053273422,-0.013512690737697897,-0.0
2024-01-12,0.007963184685338798,0.0016085201560906651,0.006354664529248133,1,0.5,0.0,1.0,-0.013512690737697897,-0.011702513008443716,-0.02340502601688743,-0.0
2024-01-19,0.007293187541636423,0.0020779548046486965,0.005215232736987726,1,0.5,0.0,1.0,-0.02340502601688743,0.00844636797064835,0.0168927359412967,0.0
2024-01-26,0.011914460427852366,0.0051350951364306004,0.006779365291421766,3,1.0,0.0,1.0,0.0168927359412967,-0.07857544676579542,-0.07857544676579542,-0.0
2024-02-02,0.005407546628618675,0.014694411280872104,-0.009286864652253429,0,0.0,0.0,0.0,-0.07857544676579542,0.0,0.0,0.0
2024-02-08,0.04362243484054361,0.09142993226059293,-0.04780749742004933,2,0.75,0.0,1.0,0.06000190270447381,0.04190782349223143,0.05587709798964191,0.0
2024-02-23,0.026786763266105344,0.0,0.026786763266105344,3,1.0,0.0,1.0,0.05587709798964191,0.021158042009400635,0.021158042009400635,0.0
2024-03-01,0.01625002570815063,0.014408755231425704,0.0018412704767249211,1,0.5,0.0,1.0,0.021158042009400635,0.0024062107982583125,0.004812421596516625,0.0
2024-03-08,0.013273296789350039,0.0007830853563038371,0.012490211433046202,1,0.5,0.0,1.0,0.004812421596516625,0.008453381358624057,0.016906762717248114,0.0
2024-03-15,0.01299658108917825,0.00019569471624266143,0.012800886372935588,3,1.0,0.8,1.0,0.016906762717248114,0.002687207912315026,0.002687207912315026,0.002149766329852021
2024-03-22,0.014441788076860463,0.0006652624900051121,0.013776525586855349,2,0.75,0.0,1.0,0.002687207912315026,-0.004617649053226119,-0.0061568654043014925,-0.0
2024-03-29,0.01154202242693016,0.0037173879222597885,0.00782463450467037,1,0.5,0.0,1.0,-0.0061568654043014925,0.005994773571576184,0.011989547143152368,0.0
2024-04-03,0.012583365037272915,0.001434329076792502,0.011149035960480414,1,0.5,0.0,1.0,0.011989547143152368,-0.010345172780694634,-0.020690345561389267,-0.0
2024-04-12,0.01016733242577541,0.003480442585492606,0.006686889840282803,1,0.5,0.0,1.0,-0.020690345561389267,0.004293408128527965,0.00858681625705593,0.0
2024-04-19,0.01653727366734,0.04042231184706405,-0.023885038179724045,1,0.5,0.0,1.0,0.00858681625705593,0.008693314010246533,0.017386628020493067,0.0
2024-04-26,0.010480359831798746,0.002228815467037332,0.008251544364761415,2,0.75,0.0,1.0,0.017386628020493067,0.013478954190652592,0.017971938920870123,0.0
2024-05-10,0.011030010002339769,0.0004302298748326921,0.010599780127507077,2,0.75,0.0,1.0,0.017971938920870123,0.0018145800707115578,0.002419440094282077,0.0
2024-05-17,0.009071358748778105,0.0012121212121212121,0.007859237536656892,3,1.0,0.8,1.0,0.002419440094282077,-0.021442074130542332,-0.021442074130542332,-0.017153659304433865
2024-05-24,0.006529814271749755,0.0013685239491691105,0.005161290322580644,1,0.5,0.0,1.0,-0.021442074130542332,0.00025213118501132836,0.0005042623700226567,0.0
2024-05-31,0.0062561094819159335,0.0020332355816226784,0.004222873900293255,1,0.5,0.0,1.0,0.0005042623700226567,-0.006532933382886019,-0.013065866765772038,-0.0
2024-06-07,0.005982733462012354,0.005279196394540738,0.0007035370674716177,2,0.75,0.0,1.0,-0.013065866765772038,0.0014323560344997044,0.0019098080459996059,0.0
2024-06-14,0.007281585304990687,0.0010263165336433264,0.006255268771347361,2,0.75,0.0,1.0,0.0019098080459996059,-0.008663197632438113,-0.011550930176584151,-0.0
2024-06-21,0.006998518056552307,0.0010555656186063006,0.0059429524379460055,2,0.75,0.0,1.0,-0.011550930176584151,-0.008057207784944925,-0.0107429437132599,-0.0
2024-06-28,0.007623235054358556,0.002150239597173208,0.005472995457185348,1,0.5,0.0,1.0,-0.0107429437132599,-0.0037670072489472406,-0.007534014497894481,-0.0
2024-07-05,0.007236448718819674,0.00101703079031264,0.006219417928507036,1,0.5,0.0,1.0,-0.007534014497894481,0.00828478508469177,0.01656957016938354,0.0
2024-07-12,0.008726284648530452,0.0016432537385653342,0.007083030909965119,3,1.0,0.0,1.0,0.01656957016938354,0.005801374517266256,0.005801374517266256,0.0
2024-07-19,0.006420012658092061,0.0007828708123706032,0.005637141845721457,1,0.5,0.0,1.0,0.005801374517266256,-0.012746328833623921,-0.025492657667247842,-0.0
2024-07-26,0.008732774206322444,0.0013706140525034283,0.007362160153819015,1,0.5,0.0,1.0,-0.025492657667247842,0.004301444664699838,0.008602889329399677,0.0
2024-08-02,0.012766952072327874,0.0005090361517380527,0.012257915920589823,1,0.5,0.0,1.0,0.008602889329399677,-0.006888442375565795,-0.01377688475113159,-0.0
2024-08-09,0.009280918493035265,0.003563590379657629,0.005717328113377634,1,0.5,0.0,1.0,-0.01377688475113159,0.0025797683569540597,0.005159536713908119,0.0
2024-08-16,0.007720518827697025,0.0014499738390361505,0.006270544988660874,3,1.0,0.0,1.0,0.005159536713908119,-0.01386821165613672,-0.01386821165613672,-0.0
2024-08-23,0.007097508754531022,0.0016861515043186458,0.005411357250212376,1,0.5,0.0,1.0,-0.01386821165613672,0.0048912987254439155,0.009782597450887831,0.0
2024-08-30,0.009021523062962718,0.0010589542740022074,0.007962568788960513,2,0.75,0.0,1.0,0.009782597450887831,-0.018060642338502048,-0.024080856451336063,-0.0
2024-09-06,0.007923314751038305,0.0005492273243899515,0.007374087426648354,1,0.5,0.0,1.0,-0.024080856451336063,-0.009535986333439606,-0.01907197266687921,-0.0
2024-09-13,0.007961507254402056,0.002313948525085657,0.0056475587293163985,1,0.5,0.0,1.0,-0.01907197266687921,0.006965347302435587,0.013930694604871174,0.0
2024-09-20,0.009086749035758646,0.0008498398378767079,0.008236909197881939,3,1.0,0.0,1.0,0.013930694604871174,0.14573473448810992,0.14573473448810992,0.0
2024-09-27,0.01992201515557574,0.0005098808331666725,0.01941213432240907,3,1.0,0.0,1.0,0.14573473448810992,-0.025425663582406055,-0.025425663582406055,-0.0
2024-10-11,0.04778474808861008,0.05195059792197608,-0.004165849833365994,0,0.0,0.0,0.0,-0.025425663582406055,0.0,0.0,0.0
2024-10-18,0.016975011471528748,0.0006272434417859973,0.016347768029742745,4,1.0,0.8,1.0,0.03232704098713168,0.026555998352518317,0.026555998352518317,0.021244798682014655
2024-10-25,0.02398531629494796,0.0002743561133442046,0.023710960181603756,3,1.0,0.0,1.0,0.026555998352518317,-0.0048430494647305755,-0.0048430494647305755,-0.0
2024-11-01,0.031178568617291715,0.006461803579595427,0.024716765037696282,4,1.0,0.8,1.0,-0.0048430494647305755,0.06895834041680637,0.06895834041680637,0.055166672333445105
2024-11-08,0.030306508251313834,0.002388678713196625,0.027917829538117216,3,1.0,0.0,1.0,0.06895834041680637,-0.033208468500198096,-0.033208468500198096,-0.0
